"TIME","GEO","VEHICLE","UNIT","Value","Flag and Footnotes"
"2012","Croatia","Passenger cars","Percentage","85.8",""
"2012","Croatia","Motor coaches, buses and trolley buses","Percentage","10.7","d"
"2012","Italy","Trains","Percentage","6.4",""
"2012","Italy","Passenger cars","Percentage","78.9",""
"2012","Italy","Motor coaches, buses and trolley buses","Percentage","14.7",""
"2012","Latvia","Trains","Percentage","4.8",""
"2012","Latvia","Passenger cars","Percentage","76.9",""
"2012","Latvia","Motor coaches, buses and trolley buses","Percentage","18.3",""
"2012","Lithuania","Trains","Percentage","0.7",""
"2012","Lithuania","Passenger cars","Percentage","91.9",""
"2012","Lithuania","Motor coaches, buses and trolley buses","Percentage","7.3",""
"2012","Luxembourg","Trains","Percentage","4.6",""
"2012","Luxembourg","Passenger cars","Percentage","83","e"
"2012","Luxembourg","Motor coaches, buses and trolley buses","Percentage","12.4","e"
"2012","Hungary","Trains","Percentage","10.1",""
"2012","Hungary","Passenger cars","Percentage","67.6",""
"2012","Hungary","Motor coaches, buses and trolley buses","Percentage","22.3",""
"2012","Netherlands","Trains","Percentage","10.7",""
"2012","Netherlands","Passenger cars","Percentage","86.6",""
"2012","Netherlands","Motor coaches, buses and trolley buses","Percentage","2.7","e"
"2012","Austria","Trains","Percentage","11.8",""
"2012","Austria","Passenger cars","Percentage","77.9",""
"2012","Austria","Motor coaches, buses and trolley buses","Percentage","10.4","e"
"2012","Poland","Trains","Percentage","7.2",""
"2012","Poland","Passenger cars","Percentage","76.8",""
"2012","Poland","Motor coaches, buses and trolley buses","Percentage","16","e"
"2012","Portugal","Trains","Percentage","4.1",""
"2012","Portugal","Passenger cars","Percentage","89.5","e"
"2012","Portugal","Motor coaches, buses and trolley buses","Percentage","6.4","e"
"2012","Romania","Trains","Percentage","4.6",""
"2012","Romania","Passenger cars","Percentage","78.2","e"
"2012","Romania","Motor coaches, buses and trolley buses","Percentage","17.2","e"
"2012","Slovenia","Trains","Percentage","2.3",""
"2012","Slovenia","Passenger cars","Percentage","86.7","e"
"2012","Slovenia","Motor coaches, buses and trolley buses","Percentage","11.1","e"
"2012","Slovakia","Trains","Percentage","7.1",""
"2012","Slovakia","Passenger cars","Percentage","77.3",""
"2012","Slovakia","Motor coaches, buses and trolley buses","Percentage","15.6","e"
"2012","Finland","Trains","Percentage","5.3",""
"2012","Finland","Passenger cars","Percentage","84.9",""
"2012","Finland","Motor coaches, buses and trolley buses","Percentage","9.8",""
"2012","Sweden","Trains","Percentage","9.1",""
"2012","Sweden","Passenger cars","Percentage","83.6",""
"2012","Sweden","Motor coaches, buses and trolley buses","Percentage","7.3",""
"2012","United Kingdom","Trains","Percentage","8.1",""
"2012","United Kingdom","Passenger cars","Percentage","86.1",""
"2012","United Kingdom","Motor coaches, buses and trolley buses","Percentage","5.8","e"
"2012","Norway","Trains","Percentage","4.6",""
"2012","Norway","Passenger cars","Percentage","89.8",""
"2012","Norway","Motor coaches, buses and trolley buses","Percentage","5.6","d"
"2012","Switzerland","Trains","Percentage","19.2",""
"2012","Switzerland","Passenger cars","Percentage","75","d"
"2012","Switzerland","Motor coaches, buses and trolley buses","Percentage","5.7",""
"2013","European Union (current composition)","Trains","Percentage","7.8",""
"2013","European Union (current composition)","Passenger cars","Percentage","82.4",""
"2013","European Union (current composition)","Motor coaches, buses and trolley buses","Percentage","9.8",""
"2013","Belgium","Trains","Percentage","8.2",""
"2013","Belgium","Passenger cars","Percentage","79.8","b"
"2013","Belgium","Motor coaches, buses and trolley buses","Percentage","11.9","b"
"2013","Bulgaria","Trains","Percentage","2.9",""
"2013","Bulgaria","Passenger cars","Percentage","83","e"
"2013","Bulgaria","Motor coaches, buses and trolley buses","Percentage","14",""
"2013","Czechia","Trains","Percentage","8.5",""
"2013","Czechia","Passenger cars","Percentage","73.6",""
"2013","Czechia","Motor coaches, buses and trolley buses","Percentage","17.9",""
"2013","Denmark","Trains","Percentage","10.3",""
"2013","Denmark","Passenger cars","Percentage","79.9",""
"2013","Denmark","Motor coaches, buses and trolley buses","Percentage","9.8",""
"2013","Germany (until 1990 former territory of the FRG)","Trains","Percentage","8.4",""
"2013","Germany (until 1990 former territory of the FRG)","Passenger cars","Percentage","85.8",""
"2013","Germany (until 1990 former territory of the FRG)","Motor coaches, buses and trolley buses","Percentage","5.7",""
"2013","Estonia","Trains","Percentage","1.6",""
"2013","Estonia","Passenger cars","Percentage","81","e"
"2013","Estonia","Motor coaches, buses and trolley buses","Percentage","17.4",""
"2013","Ireland","Trains","Percentage","2.7",""
"2013","Ireland","Passenger cars","Percentage","83.2","e"
"2013","Ireland","Motor coaches, buses and trolley buses","Percentage","14.1","e"
"2013","Greece","Trains","Percentage","0.9",""
"2013","Greece","Passenger cars","Percentage","81.3","e"
"2013","Greece","Motor coaches, buses and trolley buses","Percentage","17.8","e"
"2013","Spain","Trains","Percentage","6.1",""
"2013","Spain","Passenger cars","Percentage","80.7","d"
"2013","Spain","Motor coaches, buses and trolley buses","Percentage","13.2",""
"2013","France","Trains","Percentage","10.5",""
"2013","France","Passenger cars","Percentage","81.4",""
"2013","France","Motor coaches, buses and trolley buses","Percentage","8.1",""
"2013","Croatia","Trains","Percentage","3.1",""
"2013","Croatia","Passenger cars","Percentage","85.5",""
"2013","Croatia","Motor coaches, buses and trolley buses","Percentage","11.5","d"
"2013","Italy","Trains","Percentage","6.3",""
"2013","Italy","Passenger cars","Percentage","79.7",""
"2013","Italy","Motor coaches, buses and trolley buses","Percentage","14.1",""
"2013","Latvia","Trains","Percentage","4.7",""
"2013","Latvia","Passenger cars","Percentage","77.3",""
"2013","Latvia","Motor coaches, buses and trolley buses","Percentage","18",""
"2013","Lithuania","Trains","Percentage","0.8",""
"2013","Lithuania","Passenger cars","Percentage","91.4",""
"2013","Lithuania","Motor coaches, buses and trolley buses","Percentage","7.8",""
"2013","Luxembourg","Trains","Percentage","4.8",""
"2013","Luxembourg","Passenger cars","Percentage","82.8","e"
"2013","Luxembourg","Motor coaches, buses and trolley buses","Percentage","12.4","e"
"2013","Hungary","Trains","Percentage","10.2",""
"2013","Hungary","Passenger cars","Percentage","67.5",""
"2013","Hungary","Motor coaches, buses and trolley buses","Percentage","22.3",""
"2013","Netherlands","Trains","Percentage","11.3",""
"2013","Netherlands","Passenger cars","Percentage","86",""
"2013","Netherlands","Motor coaches, buses and trolley buses","Percentage","2.7","e"
"2013","Austria","Trains","Percentage","12.2",""
"2013","Austria","Passenger cars","Percentage","77.5","b"
"2013","Austria","Motor coaches, buses and trolley buses","Percentage","10.3","e"
"2013","Poland","Trains","Percentage","6.7",""
"2013","Poland","Passenger cars","Percentage","78",""
"2013","Poland","Motor coaches, buses and trolley buses","Percentage","15.3","e"
"2013","Portugal","Trains","Percentage","4",""
"2013","Portugal","Passenger cars","Percentage","89.4","e"
"2013","Portugal","Motor coaches, buses and trolley buses","Percentage","6.6","e"
"2013","Romania","Trains","Percentage","4.3",""
"2013","Romania","Passenger cars","Percentage","78.9","e"
"2013","Romania","Motor coaches, buses and trolley buses","Percentage","16.8",""
"2013","Slovenia","Trains","Percentage","2.3",""
"2013","Slovenia","Passenger cars","Percentage","86.3","e"
"2013","Slovenia","Motor coaches, buses and trolley buses","Percentage","11.4","e"
"2013","Slovakia","Trains","Percentage","7.1",""
"2013","Slovakia","Passenger cars","Percentage","77.8",""
"2013","Slovakia","Motor coaches, buses and trolley buses","Percentage","15.1","e"
"2013","Finland","Trains","Percentage","5.3",""
"2013","Finland","Passenger cars","Percentage","84.9",""
"2013","Finland","Motor coaches, buses and trolley buses","Percentage","9.8",""
"2013","Sweden","Trains","Percentage","9.1",""
"2013","Sweden","Passenger cars","Percentage","83.4",""
"2013","Sweden","Motor coaches, buses and trolley buses","Percentage","7.5",""
"2013","United Kingdom","Trains","Percentage","8.3",""
"2013","United Kingdom","Passenger cars","Percentage","86.1",""
"2013","United Kingdom","Motor coaches, buses and trolley buses","Percentage","5.6","e"
"2013","Norway","Trains","Percentage","4.8",""
"2013","Norway","Passenger cars","Percentage","89.8",""
"2013","Norway","Motor coaches, buses and trolley buses","Percentage","5.5",""
"2013","Switzerland","Trains","Percentage","19.3",""
"2013","Switzerland","Passenger cars","Percentage","75","d"
"2013","Switzerland","Motor coaches, buses and trolley buses","Percentage","5.7",""
"2014","European Union (current composition)","Trains","Percentage","7.8",""
"2014","European Union (current composition)","Passenger cars","Percentage","82.6",""
"2014","European Union (current composition)","Motor coaches, buses and trolley buses","Percentage","9.6",""
"2014","Belgium","Trains","Percentage","8.2","e"
"2014","Belgium","Passenger cars","Percentage","80.4",""
"2014","Belgium","Motor coaches, buses and trolley buses","Percentage","11.4",""
"2014","Bulgaria","Trains","Percentage","2.6",""
"2014","Bulgaria","Passenger cars","Percentage","82.3","e"
"2014","Bulgaria","Motor coaches, buses and trolley buses","Percentage","15.1",""
"2014","Czechia","Trains","Percentage","8.4",""
"2014","Czechia","Passenger cars","Percentage","73.1",""
"2014","Czechia","Motor coaches, buses and trolley buses","Percentage","18.5",""
"2014","Denmark","Trains","Percentage","9.7",""
"2014","Denmark","Passenger cars","Percentage","80.6",""
"2014","Denmark","Motor coaches, buses and trolley buses","Percentage","9.7",""
"2014","Germany (until 1990 former territory of the FRG)","Trains","Percentage","8.5",""
"2014","Germany (until 1990 former territory of the FRG)","Passenger cars","Percentage","85.8",""
"2014","Germany (until 1990 former territory of the FRG)","Motor coaches, buses and trolley buses","Percentage","5.8",""
"2014","Estonia","Trains","Percentage","1.9",""
"2014","Estonia","Passenger cars","Percentage","81.6","e"
"2014","Estonia","Motor coaches, buses and trolley buses","Percentage","16.5",""
"2014","Ireland","Trains","Percentage","2.9",""
"2014","Ireland","Passenger cars","Percentage","79.8","e"
"2014","Ireland","Motor coaches, buses and trolley buses","Percentage","17.3","e"
"2014","Greece","Trains","Percentage","0.9",""
"2014","Greece","Passenger cars","Percentage","81.4","e"
"2014","Greece","Motor coaches, buses and trolley buses","Percentage","17.7","e"
"2014","Spain","Trains","Percentage","6.7",""
"2014","Spain","Passenger cars","Percentage","82.7",""
"2014","Spain","Motor coaches, buses and trolley buses","Percentage","10.6","b"
"2014","France","Trains","Percentage","10.3",""
"2014","France","Passenger cars","Percentage","81.6",""
"2014","France","Motor coaches, buses and trolley buses","Percentage","8.1",""
"2014","Croatia","Trains","Percentage","3",""
"2014","Croatia","Passenger cars","Percentage","85.1",""
"2014","Croatia","Motor coaches, buses and trolley buses","Percentage","11.9",""
"2014","Italy","Trains","Percentage","6.2",""
"2014","Italy","Passenger cars","Percentage","80.1",""
"2014","Italy","Motor coaches, buses and trolley buses","Percentage","13.7",""
"2014","Latvia","Trains","Percentage","4",""
"2014","Latvia","Passenger cars","Percentage","79",""
"2014","Latvia","Motor coaches, buses and trolley buses","Percentage","17",""
"2014","Lithuania","Trains","Percentage","1",""
"2014","Lithuania","Passenger cars","Percentage","88.3",""
"2014","Lithuania","Motor coaches, buses and trolley buses","Percentage","10.8",""
"2014","Luxembourg","Trains","Percentage","4.3",""
"2014","Luxembourg","Passenger cars","Percentage","83.6","e"
"2014","Luxembourg","Motor coaches, buses and trolley buses","Percentage","12.2","e"
"2014","Hungary","Trains","Percentage","9.9",""
"2014","Hungary","Passenger cars","Percentage","67.5",""
"2014","Hungary","Motor coaches, buses and trolley buses","Percentage","22.6",""
"2014","Netherlands","Trains","Percentage","11.8",""
"2014","Netherlands","Passenger cars","Percentage","85.5",""
"2014","Netherlands","Motor coaches, buses and trolley buses","Percentage","2.7","e"
"2014","Austria","Trains","Percentage","12.1",""
"2014","Austria","Passenger cars","Percentage","77.6",""
"2014","Austria","Motor coaches, buses and trolley buses","Percentage","10.3","e"
"2014","Poland","Trains","Percentage","6.3",""
"2014","Poland","Passenger cars","Percentage","78.2",""
"2014","Poland","Motor coaches, buses and trolley buses","Percentage","15.5","e"
"2014","Portugal","Trains","Percentage","4.1",""
"2014","Portugal","Passenger cars","Percentage","89.8","e"
"2014","Portugal","Motor coaches, buses and trolley buses","Percentage","6.1","e"
"2014","Romania","Trains","Percentage","4.6",""
"2014","Romania","Passenger cars","Percentage","78.5","e"
"2014","Romania","Motor coaches, buses and trolley buses","Percentage","16.9",""
"2014","Slovenia","Trains","Percentage","2.1",""
"2014","Slovenia","Passenger cars","Percentage","86.3","e"
"2014","Slovenia","Motor coaches, buses and trolley buses","Percentage","11.6","e"
"2014","Slovakia","Trains","Percentage","7.3",""
"2014","Slovakia","Passenger cars","Percentage","77.4",""
"2014","Slovakia","Motor coaches, buses and trolley buses","Percentage","15.2","e"
"2014","Finland","Trains","Percentage","5",""
"2014","Finland","Passenger cars","Percentage","85.2",""
"2014","Finland","Motor coaches, buses and trolley buses","Percentage","9.8",""
"2014","Sweden","Trains","Percentage","9.2",""
"2014","Sweden","Passenger cars","Percentage","83.5",""
"2014","Sweden","Motor coaches, buses and trolley buses","Percentage","7.3",""
"2014","United Kingdom","Trains","Percentage","8.5",""
"2014","United Kingdom","Passenger cars","Percentage","86.1",""
"2014","United Kingdom","Motor coaches, buses and trolley buses","Percentage","5.4","e"
"2014","Norway","Trains","Percentage","4.9",""
"2014","Norway","Passenger cars","Percentage","89.8","d"
"2014","Norway","Motor coaches, buses and trolley buses","Percentage","5.4",""
"2014","Switzerland","Trains","Percentage","19.6",""
"2014","Switzerland","Passenger cars","Percentage","74.6","d"
"2014","Switzerland","Motor coaches, buses and trolley buses","Percentage","5.8",""
"2015","European Union (current composition)","Trains","Percentage","7.8",""
"2015","European Union (current composition)","Passenger cars","Percentage","82.7",""
"2015","European Union (current composition)","Motor coaches, buses and trolley buses","Percentage","9.5",""
"2015","Belgium","Trains","Percentage","7.8","e"
"2015","Belgium","Passenger cars","Percentage","81.2",""
"2015","Belgium","Motor coaches, buses and trolley buses","Percentage","10.9",""
"2015","Bulgaria","Trains","Percentage","2.3",""
"2015","Bulgaria","Passenger cars","Percentage","83.1","e"
"2015","Bulgaria","Motor coaches, buses and trolley buses","Percentage","14.6",""
"2015","Czechia","Trains","Percentage","8.6",""
"2015","Czechia","Passenger cars","Percentage","74.1",""
"2015","Czechia","Motor coaches, buses and trolley buses","Percentage","17.3",""
"2015","Denmark","Trains","Percentage","9.3",""
"2015","Denmark","Passenger cars","Percentage","80.9",""
"2015","Denmark","Motor coaches, buses and trolley buses","Percentage","9.8",""
"2015","Germany (until 1990 former territory of the FRG)","Trains","Percentage","8.4",""
"2015","Germany (until 1990 former territory of the FRG)","Passenger cars","Percentage","85.7",""
"2015","Germany (until 1990 former territory of the FRG)","Motor coaches, buses and trolley buses","Percentage","6",""
"2015","Estonia","Trains","Percentage","1.8",""
"2015","Estonia","Passenger cars","Percentage","78.2","e"
"2015","Estonia","Motor coaches, buses and trolley buses","Percentage","20",""
"2015","Ireland","Trains","Percentage","3",""
"2015","Ireland","Passenger cars","Percentage","80.4","e"
"2015","Ireland","Motor coaches, buses and trolley buses","Percentage","16.7","e"
"2015","Greece","Trains","Percentage","1",""
"2015","Greece","Passenger cars","Percentage","81.4","e"
"2015","Greece","Motor coaches, buses and trolley buses","Percentage","17.5","e"
"2015","Spain","Trains","Percentage","6.7",""
"2015","Spain","Passenger cars","Percentage","81.4","d"
"2015","Spain","Motor coaches, buses and trolley buses","Percentage","11.9",""
"2015","France","Trains","Percentage","10.3",""
"2015","France","Passenger cars","Percentage","81.6",""
"2015","France","Motor coaches, buses and trolley buses","Percentage","8","e"
"2015","Croatia","Trains","Percentage","3.1",""
"2015","Croatia","Passenger cars","Percentage","85.9",""
"2015","Croatia","Motor coaches, buses and trolley buses","Percentage","11",""
"2015","Italy","Trains","Percentage","6.3",""
"2015","Italy","Passenger cars","Percentage","81.4",""
"2015","Italy","Motor coaches, buses and trolley buses","Percentage","12.3",""
"2015","Latvia","Trains","Percentage","3.5",""
"2015","Latvia","Passenger cars","Percentage","80.7",""
"2015","Latvia","Motor coaches, buses and trolley buses","Percentage","15.8",""
"2015","Lithuania","Trains","Percentage","0.9",""
"2015","Lithuania","Passenger cars","Percentage","89.2",""
"2015","Lithuania","Motor coaches, buses and trolley buses","Percentage","9.9",""
"2015","Luxembourg","Trains","Percentage","4.7",""
"2015","Luxembourg","Passenger cars","Percentage","82.9","e"
"2015","Luxembourg","Motor coaches, buses and trolley buses","Percentage","12.4","e"
"2015","Hungary","Trains","Percentage","9.5",""
"2015","Hungary","Passenger cars","Percentage","68.2",""
"2015","Hungary","Motor coaches, buses and trolley buses","Percentage","22.3",""
"2015","Netherlands","Trains","Percentage","10.8",""
"2015","Netherlands","Passenger cars","Percentage","86.1",""
"2015","Netherlands","Motor coaches, buses and trolley buses","Percentage","3","e"
"2015","Austria","Trains","Percentage","12",""
"2015","Austria","Passenger cars","Percentage","77.8",""
"2015","Austria","Motor coaches, buses and trolley buses","Percentage","10.2","e"
"2015","Poland","Trains","Percentage","6.8",""
"2015","Poland","Passenger cars","Percentage","78.5",""
"2015","Poland","Motor coaches, buses and trolley buses","Percentage","14.7",""
"2015","Portugal","Trains","Percentage","4.2",""
"2015","Portugal","Passenger cars","Percentage","89.6","e"
"2015","Portugal","Motor coaches, buses and trolley buses","Percentage","6.2","e"
"2015","Romania","Trains","Percentage","4.6",""
"2015","Romania","Passenger cars","Percentage","79.9","e"
"2015","Romania","Motor coaches, buses and trolley buses","Percentage","15.5",""
"2015","Slovenia","Trains","Percentage","2.1",""
"2015","Slovenia","Passenger cars","Percentage","86.1","e"
"2015","Slovenia","Motor coaches, buses and trolley buses","Percentage","11.8","e"
"2015","Slovakia","Trains","Percentage","9.4",""
"2015","Slovakia","Passenger cars","Percentage","75.8",""
"2015","Slovakia","Motor coaches, buses and trolley buses","Percentage","14.8","e"
"2015","Finland","Trains","Percentage","5.3",""
"2015","Finland","Passenger cars","Percentage","85",""
"2015","Finland","Motor coaches, buses and trolley buses","Percentage","9.7",""
"2015","Sweden","Trains","Percentage","9.5",""
"2015","Sweden","Passenger cars","Percentage","83.2",""
"2015","Sweden","Motor coaches, buses and trolley buses","Percentage","7.3",""
"2015","United Kingdom","Trains","Percentage","8.7",""
"2015","United Kingdom","Passenger cars","Percentage","85.9",""
"2015","United Kingdom","Motor coaches, buses and trolley buses","Percentage","5.4","e"
"2015","Norway","Trains","Percentage","4.9",""
"2015","Norway","Passenger cars","Percentage","89.4",""
"2015","Norway","Motor coaches, buses and trolley buses","Percentage","5.7",""
"2015","Switzerland","Trains","Percentage","19.8",""
"2015","Switzerland","Passenger cars","Percentage","74.4",""
"2015","Switzerland","Motor coaches, buses and trolley buses","Percentage","5.9",""
"2016","European Union (current composition)","Trains","Percentage","7.7",""
"2016","European Union (current composition)","Passenger cars","Percentage","82.9",""
"2016","European Union (current composition)","Motor coaches, buses and trolley buses","Percentage","9.4",""
"2016","Belgium","Trains","Percentage","7.7","e"
"2016","Belgium","Passenger cars","Percentage","81.8",""
"2016","Belgium","Motor coaches, buses and trolley buses","Percentage","10.5",""
"2016","Bulgaria","Trains","Percentage","2.2",""
"2016","Bulgaria","Passenger cars","Percentage","83.7","e"
"2016","Bulgaria","Motor coaches, buses and trolley buses","Percentage","14.1",""
"2016","Czechia","Trains","Percentage","8.9",""
"2016","Czechia","Passenger cars","Percentage","74",""
"2016","Czechia","Motor coaches, buses and trolley buses","Percentage","17.1",""
"2016","Denmark","Trains","Percentage","8.6",""
"2016","Denmark","Passenger cars","Percentage","81.6",""
"2016","Denmark","Motor coaches, buses and trolley buses","Percentage","9.8",""
"2016","Germany (until 1990 former territory of the FRG)","Trains","Percentage","8.6",""
"2016","Germany (until 1990 former territory of the FRG)","Passenger cars","Percentage","85.7",""
"2016","Germany (until 1990 former territory of the FRG)","Motor coaches, buses and trolley buses","Percentage","5.8",""
"2016","Estonia","Trains","Percentage","2",""
"2016","Estonia","Passenger cars","Percentage","80.1","e"
"2016","Estonia","Motor coaches, buses and trolley buses","Percentage","17.9",""
"2016","Ireland","Trains","Percentage","2.9",""
"2016","Ireland","Passenger cars","Percentage","79.9","e"
"2016","Ireland","Motor coaches, buses and trolley buses","Percentage","17.2","e"
"2016","Greece","Trains","Percentage","1",""
"2016","Greece","Passenger cars","Percentage","81.9","e"
"2016","Greece","Motor coaches, buses and trolley buses","Percentage","17.1","e"
"2016","Spain","Trains","Percentage","6.6",""
"2016","Spain","Passenger cars","Percentage","81.6",""
"2016","Spain","Motor coaches, buses and trolley buses","Percentage","11.8",""
"2016","France","Trains","Percentage","9.7",""
"2016","France","Passenger cars","Percentage","81.5",""
"2016","France","Motor coaches, buses and trolley buses","Percentage","8.8",""
"2016","Croatia","Trains","Percentage","2.7",""
"2016","Croatia","Passenger cars","Percentage","85",""
"2016","Croatia","Motor coaches, buses and trolley buses","Percentage","12.3",""
"2016","Italy","Trains","Percentage","6.1","p"
"2016","Italy","Passenger cars","Percentage","81.9",""
"2016","Italy","Motor coaches, buses and trolley buses","Percentage","12",""
"2016","Latvia","Trains","Percentage","3.4",""
"2016","Latvia","Passenger cars","Percentage","81.5",""
"2016","Latvia","Motor coaches, buses and trolley buses","Percentage","15.1",""
"2016","Lithuania","Trains","Percentage","1",""
"2016","Lithuania","Passenger cars","Percentage","89.9",""
"2016","Lithuania","Motor coaches, buses and trolley buses","Percentage","9.1",""
"2016","Luxembourg","Trains","Percentage","4.6",""
"2016","Luxembourg","Passenger cars","Percentage","83.1","e"
"2016","Luxembourg","Motor coaches, buses and trolley buses","Percentage","12.3","e"
"2016","Hungary","Trains","Percentage","9.3",""
"2016","Hungary","Passenger cars","Percentage","69",""
"2016","Hungary","Motor coaches, buses and trolley buses","Percentage","21.7",""
"2016","Netherlands","Trains","Percentage","11",""
"2016","Netherlands","Passenger cars","Percentage","86",""
"2016","Netherlands","Motor coaches, buses and trolley buses","Percentage","3","e"
"2016","Austria","Trains","Percentage","12.1",""
"2016","Austria","Passenger cars","Percentage","77.7",""
"2016","Austria","Motor coaches, buses and trolley buses","Percentage","10.2","e"
"2016","Poland","Trains","Percentage","7.3",""
"2016","Poland","Passenger cars","Percentage","78.5","d"
"2016","Poland","Motor coaches, buses and trolley buses","Percentage","14.2",""
"2016","Portugal","Trains","Percentage","4.2",""
"2016","Portugal","Passenger cars","Percentage","89.1","e"
"2016","Portugal","Motor coaches, buses and trolley buses","Percentage","6.7",""
"2016","Romania","Trains","Percentage","4.2",""
"2016","Romania","Passenger cars","Percentage","80.1","e"
"2016","Romania","Motor coaches, buses and trolley buses","Percentage","15.7",""
"2016","Slovenia","Trains","Percentage","2",""
"2016","Slovenia","Passenger cars","Percentage","86.3","e"
"2016","Slovenia","Motor coaches, buses and trolley buses","Percentage","11.8","e"
"2016","Slovakia","Trains","Percentage","9.4",""
"2016","Slovakia","Passenger cars","Percentage","74.8",""
"2016","Slovakia","Motor coaches, buses and trolley buses","Percentage","15.8","e"
"2016","Finland","Trains","Percentage","5.6",""
"2016","Finland","Passenger cars","Percentage","82.5",""
"2016","Finland","Motor coaches, buses and trolley buses","Percentage","11.9",""
"2016","Sweden","Trains","Percentage","9.3",""
"2016","Sweden","Passenger cars","Percentage","83.5",""
"2016","Sweden","Motor coaches, buses and trolley buses","Percentage","7.2",""
"2016","United Kingdom","Trains","Percentage","8.8",""
"2016","United Kingdom","Passenger cars","Percentage","86.5",""
"2016","United Kingdom","Motor coaches, buses and trolley buses","Percentage","4.6","e"
"2016","Norway","Trains","Percentage","5.1",""
"2016","Norway","Passenger cars","Percentage","89",""
"2016","Norway","Motor coaches, buses and trolley buses","Percentage","5.9",""
"2016","Switzerland","Trains","Percentage","19.8",""
"2016","Switzerland","Passenger cars","Percentage","74.3",""
"2016","Switzerland","Motor coaches, buses and trolley buses","Percentage","5.9",""
